Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename,Dataset,Memlimit,MinIters,Nbits,Order,Preprocs,Nthreads,Query,Algorithm,__pyience_timestamp__
268.9,509.29,124639,54370,43.62,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T14_19_36
18.95,490.26,124639,51265,41.13,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T14_19_36
439.89,651.57,124639,83188,66.74,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T14_19_36
347.22,363.59,124639,77359,62.07,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T14_19_36
347.72,182.88,124639,77359,62.07,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T14_19_36
440.57,366.24,124639,55187,44.28,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T14_19_36
344.65,299.21,124639,77913,62.51,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T14_19_36
155.12,192.85,124639,55652,44.65,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T14_19_36
4.45,297.41,124639,49916,40.05,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T14_19_36
97.61,283.72,66171,24602,37.18,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T14_19_36
2.62,333.5,66171,20988,31.72,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T14_19_36
275.93,200.35,66171,22493,33.99,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T14_19_36
17.65,499.67,66171,21228,32.08,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T14_19_36
510.29,1098.02,66171,38030,57.47,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T14_19_36
543.28,462.61,66171,35156,53.13,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T14_19_36
540.7,424.27,66171,35156,53.13,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T14_19_36
1079.55,382.99,66171,25545,38.6,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T14_19_36
218.73,264.55,66171,35117,53.07,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T14_19_36
78.97,96.58,66171,23905,36.13,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T14_19_36
6.78,347.67,66171,20744,31.35,colmajor/uint8/ucr/Herring.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T14_19_36
54.34,397.97,100995,98686,97.71,colmajor/uint8/ucr/ShapeletSim.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T14_19_36
47.13,347.9,100995,98065,97.1,colmajor/uint8/ucr/ShapeletSim.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T14_19_36
1115.47,872.84,100995,98686,97.71,colmajor/uint8/ucr/ShapeletSim.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T14_19_36
101.16,838.09,100995,98015,97.05,colmajor/uint8/ucr/ShapeletSim.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T14_19_36
1924.12,1033.04,100995,99393,98.41,colmajor/uint8/ucr/ShapeletSim.dat,ucr,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T14_19_36
3775.37,894.54,100995,101100,100.1,colmajor/uint8/ucr/ShapeletSim.dat,ucr,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T14_19_36
